uuid,titre,nb_postes,statut,rome_code,date_debut,ville,type_contrat,nb_jours_contrat,nb_mois_contrat,nb_annees_contrat,diplome_obligatoire,niveau_etude,region_sud,region_nord,region_ile,created_at,updated_at,diplome,description,telephone,email,source,source_id,employer_id,ridet,designation,forme_juridique,enseigne,ville_physique,adresse_physique,rome_code_v3
202605045dcf,Employé / Employée d'accueil,1,ACTIVE,M1601,2026-05-05 00:00:00+11:00,NOUMEA,CDI,0,0,0,false,4,true,false,false,2026-05-04 14:54:43+11:00,2026-05-04 14:54:43+11:00,,"## Mon offre d'emploi

Je suis un texte libre.",,,,,19df509d-b6e1-4a64-8207-cefc7b6ea876,1648716001,SARL RGS,SOCIETE A RESPONSABILITE LIMITEE (SARL),SARL RGS,DUMBEA,35 rue de la Seine,
20260504980c,Chauffeur / Chauffeuse de poids lourd,1,ACTIVE,N4101,2026-05-11 00:00:00+11:00,PAITA,CDD,0,8,0,true,4,false,false,false,2026-05-04 13:52:42+11:00,2026-05-04 13:52:42+11:00,Baccalauréat,,,,,,e565bf07-351b-4511-88e4-43c9347fe444,0841908001,RECYCAL SARL,SOCIETE A RESPONSABILITE LIMITEE (SARL),RECYCAL SARL,NOUMEA,6 rue Georgette Mourin Normandie Parc d'entreprises de la Yahoué,
202605039763,Esthéticien-manucure / Esthéticienne-manucure,1,ACTIVE,D1208,2026-05-05 00:00:00+11:00,NOUMEA,CDD,0,6,0,false,,true,false,false,2026-05-03 20:00:58+11:00,2026-05-03 20:00:58+11:00,CAP Esthétique,"## Mon offre d'emploi

Recrute une esthéticienne diplômée, sérieuse, souriante et motivée.
Poste basé sur Nouméa",,,,,3d3631f8-8a3f-4918-8981-bb052f1cb324,1432681001,EXTEN'CILS,SOCIETE A RESPONSABILITE LIMITEE (SARL),EXTEN'CILS,NOUMEA,Rue Georges Clémenceau et Austerlitz Centre Ville Local C14 Galerie Pacifique Arcade,
202605033b56,Conducteur / Conductrice de travaux,1,ACTIVE,F1201,2026-07-31 00:00:00+11:00,NOUMEA,CDD,0,3,0,false,4,true,true,true,2026-05-03 12:23:41+11:00,2026-05-03 12:23:41+11:00,BAC,"## Mon offre d'emploi

Expérience spécifique Menuiserie Bois 5 ans minimum 
Expérience TCE 5 ans",,,,,fcecf436-95bb-4198-8dff-a0c3c08879dd,1476795001,MEUBLES DU PACIFIQUE LTD,SOCIETE A RESPONSABILITE LIMITEE (SARL),MEUBLES DU PACIFIQUE LTD,PAITA,Lotissement Paddon ZIPAD Lots 17 et 18,
20260501d5d2,Inspecteur / Inspectrice de sites industriels,1,ACTIVE,H1302,2026-06-01 00:00:00+11:00,YATE,CDD,0,6,0,false,5,true,false,false,2026-05-01 15:36:07+11:00,2026-05-01 15:36:07+11:00,BTS ou DUT GENIE PHYSIQUE/MECANIQUE,"## Mon offre d'emploi

Poste basé à YATE chez notre client poru coordonner et contrôler des travaux de peinture anti corrosion",,,,,fb8070f7-9a45-4b43-8907-e20b16835e7f,1168566001,COMEP,SOCIETE A RESPONSABILITE LIMITEE (SARL),COMEP,NOUMEA,15 rue de l'Observatoire Motor-Pool,
20260430064b,Boulanger-viennoisier / Boulangére-viennoisiére,1,ACTIVE,D1102,2026-05-01 00:00:00+11:00,,CDD,0,6,0,false,,true,false,false,2026-04-30 16:57:01+11:00,2026-04-30 16:57:01+11:00,,,,,,,0cb2bd73-0854-4cb9-b56f-8a1223853663,1255041001,S.H SARL,SOCIETE EN NOM COLLECTIF (SNC),S.H SARL,NOUMEA,1 rue Jean-François Cherrier Aérodrome,
20260430daf9,Aide-boulanger / Aide-boulangére,1,ACTIVE,D1102,2026-06-01 00:00:00+11:00,NOUMEA,CDI,0,0,0,true,3,true,false,false,2026-04-30 15:55:07+11:00,2026-04-30 15:55:07+11:00,CAP,CDI / Temps complet / Lieu de travail Nouméa / Travail de nuit / 6 jours sur 7 / Salaire conventionnel / 4 jours Fériés par an,,,,,190136c3-4a24-46bc-b5a5-975fc63358c4,1093236001,BOULANGERIE MARAIS SARL,SOCIETE A RESPONSABILITE LIMITEE (SARL),BOULANGERIE MARAIS SARL,NOUMEA,21 rue Eugène Porcheron Quartier Latin,
202604303fa3,Chef / Cheffe de projet études industrielles,1,ACTIVE,H1206,2026-05-13 00:00:00+11:00,NOUMEA,CDIC,0,6,0,true,5,false,false,false,2026-04-30 15:47:18+11:00,2026-04-30 15:47:18+11:00,BTS / DUT / DEUG,"Nous recherchons activement un chef de projets Ingénierie spécialisé en Tuyauterie et Mécanique afin d’agrandir nos équipes et travailler sur des projets miniers d’envergure.
Dans ce contexte, vous êtes amené(e) à :

	Faire appliquer la politique Hygiène, sécurité, environnement, qualité et gestion des risques du Groupe ; mener à l’atteinte des indicateurs principaux de performance fixés par la direction. 
	Assurer le suivi d’études et la réalisation des projets (CAPEX et OPEX) dans le respect des objectifs de qualité, de coût et de délai fixés d’un commun accord, en veillant à la coordination des différentes disciplines impliquées. 
	S’assurer de la bonne réalisation des projets en respectant le processus de gestion projet en vigueur et ce, jusqu’à l’achèvement des travaux et leur clôture 
	Mobiliser et gérer les sous-traitants pour la bonne exécution des travaux, dans le respect des règles de consultation en vigueur; s’assurer de leurs performances. 
	S’assurer de la bonne coordination et communication entre les diverses parties prenantes des projets. 
	Supporter activement pendant les phases de mise en service des installations, suivant les procédures du Groupe 
	Assurer le transfert des informations des projets aux départements opérationnels et vérifier l'exactitude et la complétude de la documentation. 
	Maîtriser les procédures en vigueur liées à la Gestion de la Sécurité des Procédés et veiller à ce que l’ensemble du personnel des sous-traitants intervenant connaisse et applique ces procédures.",,,,,6cdc135e-f505-4aa7-8c74-3463195cbdc4,1327352001,EASY SKILL,SOCIETE PAR ACTIONS SIMPLIFIEE (SAS),EASY SKILL,NOUMEA,24 rue de la République Centre Ville,
202604307fbe,Vendeur / Vendeuse de véhicules neufs,1,ACTIVE,D1404,2026-06-01 00:00:00+11:00,NOUMEA,CDI,0,0,0,false,4,false,false,false,2026-04-30 12:59:17+11:00,2026-04-30 12:59:17+11:00,COMMERCE,"## Mon offre d'emploi

Nous recherchons un commercial véhicules neufs prémium. Tenue et présentation irréprochables.",,,,,b147d302-2cda-4fc9-9ce1-1f656732e5ce,0608323001,JOHNSTON & COMPAGNIE,SOCIETE PAR ACTIONS SIMPLIFIEE (SAS),JOHNSTON & COMPAGNIE,NOUMEA,218 rue Armand Ohlen Portes de Fer,
20260430b9ed,Directeur / Directrice de centre de profit,1,ACTIVE,M1302,2026-05-01 00:00:00+11:00,,CDI,0,0,0,false,,false,false,false,2026-04-30 11:09:52+11:00,2026-04-30 11:09:52+11:00,,,,,,,f5f91956-e0b1-45d8-ba38-946a705c55f4,0906560001,EMERGENCY MEDICAL CARE PACIFIC,SOCIETE A RESPONSABILITE LIMITEE (SARL),EMERGENCY MEDICAL CARE PACIFIC,NOUMEA,15 rue Édouard Glasser Motor-Pool,
202604299535,Employé polyvalent / Employée polyvalente de libre-service,1,ACTIVE,D1507,,NOUMEA,CDD,0,3,0,false,,false,false,false,2026-04-29 15:22:01+11:00,2026-04-29 15:22:01+11:00,,"## EMPLOYE(E) POLYVALENT(E) DE STATION SERVICE

Recherche un/une employé(e) polyvalent(e) de station service ayant de bonnes connaissances en caisse.",,,,,9c41f057-0389-498c-b50c-5e7066821891,1623081002,STATION MARAIS,SOCIETE A RESPONSABILITE LIMITEE (SARL),,NOUMEA,207 rue Jacques Iékawé PK 6,
20260429d991,Auxiliaire de Vie Sociale (AVS),1,ACTIVE,K1306,2026-07-29 00:00:00+11:00,NOUMEA,CDD,15,5,0,true,,false,false,false,2026-04-29 11:32:17+11:00,2026-04-29 11:32:17+11:00,Certificat d’aptitude aux fonctions d’Auxiliaire de Vie Sociale (AVS) ou Diplôme d’accompagnateur d’autonomie de la personne (AAP) ou diplôme d’aide médico-psychologique (AMP) ou tout diplôme équivalent ou tout certificat à finalités professionnelles,"## Mon offre d'emploi

•	•	Nom de l’entreprise : Union des Amis et Familles de Malades et Handicapés Mentaux de Nouvelle-Calédonie

•	Sigle : UAFAM-NC

•	Adresse : 10, rue des Niaoulis - Rivière Salée - 2ème secteur – BP 5097 – 98847 Nouméa Cedex

•	Tél : 43 45 95 Fax : 43 45 81 Email : maf.uafam@lagoon.nc

•	Contacts : Mr CONDOUMY – Président UAFAM NC / Mme DEFFARGES – Responsable éducatif

Population accueillie dans les Maisons Familiales : l’Association UAFAM NC accueille dans chaque maison familiale, cinq pensionnaires adultes qui ont un passé de prise en charge au CHS de Nouville pour la plupart. Aujourd’hui, leur pathologie psychiatrique est plus ou moins stabilisée. Ces personnes sont en voie d’autonomisation et de réinsertion psychosociale, elles bénéficient toutes par ailleurs d’un suivi psychiatrique et médical et ont besoin d’accompagnement et de stimulation dans les actes de la vie quotidienne. Les Maisons Familiales sont un lieu de vie : les résidents y sont « chez eux », à temps complet pour une durée non définie. 
•	Intitulé du poste de remplacement et nombre de poste à pourvoir : 
 Auxiliaire de vie sociale (Homme/Femme)
1 poste à temps partiel à compter du 29 juillet 2026 jusqu’au 13 janvier 2027
CDD avec période d’essai de quinze jours non renouvelable.  
•	Lieu de travail : Les maisons familiales sises 10 et 12 rue des Niaoulis – Rivière Salée – 2ème secteur - Nouméa et, à partir des maisons familiales, dans tous les lieux où son travail le nécessite.

•	Description des tâches ou missions liées au poste :
Description du poste :
En collaboration étroite avec l’équipe et les partenaires, accompagner les personnes atteintes de troubles psychiatriques dans une mission d’aide, de préservation et d’accroissement de l’autonomie ; stimulation dans les actes de la vie quotidienne et aide au développement des potentialités de chacun dans le respect de la singularité de chacun. 
Principales activités :
-	Solliciter et stimuler au quotidien les capacités de chaque résident par un accompagnement adapté dans les différents domaines de la vie courante : hygiène personnelle, tâches ménagères, entretien du linge, préparation et organisation de menus équilibrés, confection des repas, animation et prise de repas avec les résidents, entretien des abords immédiats et du jardinet autour des maisons familiales.
-	Faire adhérer et participer les résidents aux tâches quotidiennes en respectant les plannings établis.
-	Veiller à l’équilibre alimentaire des résidents, les accompagner pour les achats alimentaires mensuels et hebdomadaires.
-	Veiller à la sécurité des résidents en appliquant notamment le règlement de fonctionnement. 
-	Observer, transmettre tous faits (situations, agissements ou paroles, événements indésirables) significatifs concernant ou impliquant chaque résident, les reporter dans les différents cahiers de transmission ouverts à cet effet, les rapporter oralement à l’équipe. 
-	Participer ainsi de façon active à la mise en place du projet de vie individualisé de chaque résident.
-	Participation active aux diverses réunions institutionnelles (personnel, supervision, éducative,…).
-	Connaître le fonctionnement de l’infrastructure de «sécurité incendie » mise en place aux Maisons familiales.
-	Assurer l’entretien des appareils électroménagers, des locaux, de la lingerie des Maisons.
-	Pour chaque Maison Familiale : co gestion d’une caisse pour des menus achats, co gestion d’un stock alimentaire et préparation des approvisionnements, co gestion d’un stock de produits ménagers. 
-	Savoir prévenir et gérer des conflits entre résidents : être à l’écoute, apporter un soutien psychologique.
-	Déplacements y compris avec les véhicules (conduite) ou avec les moyens (titres de transport) fournis par l’Association pour accompagnements divers. 
-	Organiser et participer à des activités récréatives et à visée éducative en collaboration avec le responsable éducatif et/ou le moniteur éducateur.
-	Par délégation reçue des infirmières libérales, s’assurer de la prise de traitements pharmacologiques par les résidents préalablement préparés par les infirmières  libérales.
-	Participer à des formations professionnelles afin de compléter, approfondir ou entretenir ses connaissances.
Positionnement hiérarchique :
Sous l'autorité directe de la responsable éducatif des maisons familiales, elle-même placée sous l’autorité du président de l’association UAFAM NC qui est gestionnaire et responsable des maisons familiales.
Relations fonctionnelles :
Avec les autres auxiliaires de vie sociale, les surveillants de nuit, l'assistante administrative et de liaison, la monitrice-éducatrice et la responsable éducatif.
Partenariat étroit avec les infirmiers et psychiatres du CMP, les représentants légaux, les intervenants sportifs ou médicaux et paramédicaux…
Échanges avec les CCAS et différents partenaires afin de tisser un réseau profitable au développement des activités en direction des résidents.

•	Expérience : 1 an minimum",,,,,6572e132-a193-49af-bd61-3644b24e9950,0540898001,UNION DES AMIS ET FAMILLES DES MALADES HANDICAPES MENTAUX DE NOUVELLE-CALEDONIE,ASSOCIATION LOI 1901 OU ASSIMILE,UNION DES AMIS ET FAMILLES DES MALADES HANDICAPES MENTAUX DE NOUVELLE-CALEDONIE,NOUMEA,10 rue des Niaoulis Rivière Salée 2ème secteur,
2026042826d2,Employé / Employée de maison,1,ACTIVE,K1304,2026-05-04 00:00:00+11:00,NOUMEA,CDI,0,0,0,false,SANS_DIPLOME,false,false,false,2026-04-28 20:26:01+11:00,2026-04-28 20:26:01+11:00,,,,,,,05fc1057-cab7-4c39-aaf0-17a797da3ebc,,,,,,,
202604286f72,Aide-boucher / Aide-bouchére,1,ACTIVE,D1101,2026-05-01 00:00:00+11:00,MONT-DORE,CDD,0,6,0,false,,true,false,false,2026-04-28 16:30:59+11:00,2026-04-28 16:30:59+11:00,,"## Mon offre d'emploi

Je suis un texte libre.",,,,,102d669d-ccf9-470c-8f39-69c66621fd9d,1472927001,COMPTOIR DU MONT DORE,SOCIETE A RESPONSABILITE LIMITEE (SARL),COMPTOIR DU MONT DORE,MONT-DORE,3172 route de la Corniche du Mont-Dore Martin Sud,
20260428c1ed,Chef / Cheffe de service logistique,1,ACTIVE,N1303,2026-05-04 00:00:00+11:00,NOUMEA,CDD,0,3,0,false,,false,false,false,2026-04-28 14:12:10+11:00,2026-04-28 14:12:10+11:00,,"La SIP, leader dans le domaine du matériel professionnel, du rayonnage, du consommable, des équipements magasin et bureautique recherche : 

UN CHEF DE DOCK (H/F)

Vos missions :
•	Organiser le zonage de l’entrepôt et structurer les emplacements de stockage ;
•	Mettre en place et maintenir l’étiquetage et la signalétique des emplacements ;
•	Optimiser l’occupation de l’espace de stockage (palettes et colis) ;
•	Superviser les opérations de réception, contrôle et mise en stock ;
•	Superviser la préparation des commandes et les opérations de chargement ;
•	Planifier et organiser et optimiser les tournées de livraison clients ;
•	Encadrer et organiser le travail des livreurs ;
•	Conduire les engins de manutention selon les besoins opérationnels (CACES requis) ;
•	Veiller au respect des règles de sécurité et des procédures logistiques ;

Votre profil :
•	Expérience en logistique ou gestion d’entrepôt de 2 ans minimum ;
•	CACES chariot élévateur requis ;
•	Capacité d’organisation et de planification logistique ;
•	Aptitude à encadrer une petite équipe opérationnelle ;
•	Rigueur dans l’organisation des flux et des livraisons ;
•	Être en possession du permis B depuis plus de 2 ans


	Contrat : CDD de 3 mois à temps complet potentiellement renouvelable 
	Rémunération : en fonction du profil 


Envoyez CV + lettre de motivation à : recrutement@modulia.nc",,,,,5ba01402-0861-4f6e-b69b-8546b81500c9,1353440001,SOCIETE D'EXPLOITATION DE DISTRIBUTION BUREAUTIQUE,SOCIETE A RESPONSABILITE LIMITEE (SARL),SOCIETE D'EXPLOITATION DE DISTRIBUTION BUREAUTIQUE,NOUMEA,21 rue Fernand Forest Zone Industrielle de Ducos,
202604283863,Vendeur / Vendeuse en téléphonie,1,ACTIVE,D1212,2026-05-04 00:00:00+11:00,NOUMEA,CDI,0,0,0,false,4,false,false,false,2026-04-28 13:31:21+11:00,2026-04-28 13:31:21+11:00,,,,,,,b28b8154-f56d-41b2-bc43-30ab9c362b3c,1641182001,LA MAISON DU TELEPHONE MA,SOCIETE A RESPONSABILITE LIMITEE (SARL),LA MAISON DU TELEPHONE MA,NOUMEA,91 route de l'Anse-Vata Motor-Pool,
202604279f4a,Technicien / Technicienne logistique responsable stocks,1,ACTIVE,N1303,2026-04-28 11:11:49+11:00,NOUMEA,CDI,0,0,0,false,5,false,false,false,2026-04-28 10:21:57+11:00,2026-04-28 10:21:57+11:00,,,,,,,10946cce-b328-4ab4-971a-bc93a73f02d1,0418582001,ÂBORO CONSULTING,SOCIETE PAR ACTIONS SIMPLIFIEE (SAS),ÂBORO CONSULTING,NOUMEA,24 avenue du Maréchal Foch Centre Ville,
202604278d51,Conducteur / Conductrice de compacteurs,1,ACTIVE,F1302,2026-04-28 09:11:16+11:00,BOULOUPARIS,CDD,0,1,0,false,SANS_DIPLOME,false,false,false,2026-04-28 09:10:21+11:00,2026-04-28 09:10:21+11:00,,"## Mon offre d'emploi
Contrat renouvelable 
Email: emf@mls.nc",,,,,36db801f-c468-43b8-87d1-b193681d2eef,1457589001,"FOUCHER Mathieu, Téva",PERSONNE PHYSIQUE,"FOUCHER Mathieu, Téva",BOULOUPARIS,Route Territoriale 1 Tomo,
20260427e676,Chargé / Chargée de mission marketing,1,ACTIVE,M1705,2026-04-28 07:45:02+11:00,NOUMEA,CDD,0,0,0,false,5,false,false,false,2026-04-28 07:43:04+11:00,2026-04-28 07:43:04+11:00,,,,,,,10946cce-b328-4ab4-971a-bc93a73f02d1,0418582001,ÂBORO CONSULTING,SOCIETE PAR ACTIONS SIMPLIFIEE (SAS),ÂBORO CONSULTING,NOUMEA,24 avenue du Maréchal Foch Centre Ville,
2026042729d0,Employé polyvalent / Employée polyvalente de libre-service,1,ACTIVE,D1507,2026-04-27 00:00:00+11:00,NOUMEA,CDD,0,3,0,false,,true,false,false,2026-04-27 20:11:28+11:00,2026-04-27 20:11:28+11:00,,,,,,,17148838-326d-44b8-b1bc-9c5aff85fd2f,1524735001,KIM MARCHÉ,SOCIETE A RESPONSABILITE LIMITEE (SARL),KIM MARCHÉ,NOUMEA,1 rue Ulm PK 7,
20260427783f,Préparateur / Préparatrice de méthodes en industrie,1,ACTIVE,H1404,2026-07-27 00:00:00+11:00,NOUMEA,CDIC,0,0,1,false,5,true,false,false,2026-04-27 14:50:28+11:00,2026-04-27 14:50:28+11:00,BTS / DUT Tehncicien Maintenance,"Technicien méthodes en chaudronnerie et tuyauterie industrielle H/F

Rédiger les gammes d’assemblage en chaudronnerie
	Définir les gammes détaillées et les procédures opérationnelles de fabrication du produit.
	Réaliser les plans de fabrication pour l’assemblage.
	Schématiser un outillage d’assemblage.
	Participer aux revues de contrat.

Rédiger les modes opératoires de fabrication d’éléments de chaudronnerie et Tuyauterie
	Définir les gammes détaillées pour la réalisation des pièces élémentaires.
	Réaliser les plans de fabrication et de définition du produit fini.
	Définir les approvisionnements matière et les outillages à mettre en œuvre.
	Ecrire des procédures opérationnelles

Chiffrer les temps et les coûts previsionnels de fabrication chaudronnée
	Calculer les temps prévisionnels de fabrication dans une organisation de travail définie et stabilisée, en utilisant des barèmes de temps, des abaques méthodes, des mesures antérieures et adaptées aux quantités à produire.
	Chiffrer les coûts matière, les coûts de transformation des produits, les coûts outillages pour donner les éléments nécessaires à la constitution d’un prix de revient de la fabrication.
	Proposer et justifier les achats nécessaires au démarrage ou à la modernisation de la production.",,,,,6cdc135e-f505-4aa7-8c74-3463195cbdc4,1327352001,EASY SKILL,SOCIETE PAR ACTIONS SIMPLIFIEE (SAS),EASY SKILL,NOUMEA,24 rue de la République Centre Ville,
202604277ce6,Secrétaire médicosocial / Secrétaire médicosociale,1,ACTIVE,M1609,2026-05-04 00:00:00+11:00,NOUMEA,CDD,0,1,0,false,5,true,false,false,2026-04-27 13:58:33+11:00,2026-04-27 13:58:33+11:00,,,,,,,d7ba5725-2f65-4692-8812-888067ce5072,0924456001,SELARL DRS  BARANTON/BOUGUEREAU/LOUBEYRE/ROUAULT/ROZAN/VENEGONI,SOCIETE D'EXERCICE LIBERAL A RESPONSABILITE LIMITEE (SELARL),SELARL DRS  BARANTON/BOUGUEREAU/LOUBEYRE/ROUAULT/ROZAN/VENEGONI,NOUMEA,10 rue Jean Jaurès Centre Ville Immeuble Le Grand Théâtre,
20260426cf39,Chauffeur / Chauffeuse de poids lourd,1,ACTIVE,N4101,,BOULOUPARIS,CDD,0,3,0,false,SANS_DIPLOME,true,false,false,2026-04-27 10:27:32+11:00,2026-04-27 10:27:32+11:00,,"Contrat renouvelable 
Email : emf@mls.nc",,,,,36db801f-c468-43b8-87d1-b193681d2eef,1457589001,"FOUCHER Mathieu, Téva",PERSONNE PHYSIQUE,"FOUCHER Mathieu, Téva",BOULOUPARIS,Route Territoriale 1 Tomo,
20260426d676,Secrétaire polyvalent / Secrétaire polyvalente,1,ACTIVE,M1607,,BOULOUPARIS,CDD,0,3,0,false,4,false,false,false,2026-04-27 09:34:21+11:00,2026-04-27 09:34:21+11:00,,"Contrat renouvelable
Email : emf@mls.nc
Contraintes horaires interchangeables avec sa collègue : 
- 6h-12h/13h-15h
- 9h-12h/13h-18h",,,,,36db801f-c468-43b8-87d1-b193681d2eef,1457589001,"FOUCHER Mathieu, Téva",PERSONNE PHYSIQUE,"FOUCHER Mathieu, Téva",BOULOUPARIS,Route Territoriale 1 Tomo,
202604266391,Mécanicien / Mécanicienne VL,1,ACTIVE,I1604,2026-05-01 00:00:00+11:00,DUMBEA,CDI,0,0,0,false,3,true,false,false,2026-04-27 09:09:07+11:00,2026-04-27 09:09:07+11:00,,,,,,,39b325b0-f966-494c-ab76-37e0d7c94cee,1523299001,GARAGE PONTHEAUX,SOCIETE A RESPONSABILITE LIMITEE (SARL),GARAGE PONTHEAUX,DUMBEA,105 route des Monts Koghis,
20260426d48f,Infirmier / Infirmiére d'entreprise,1,ACTIVE,J1512,2026-05-28 00:00:00+11:00,,CDD,20,0,0,false,3,true,false,false,2026-04-27 08:24:33+11:00,2026-04-27 08:24:33+11:00,INFIRMIER DIPLOME D'ETAT,"Nous recherchons un infirmier/ère pour effectuer des vacations de remplacements sur l'usine du sud PRONY RESOURCES.
Expérience de l'urgence souhaitée.",,,,,f5f91956-e0b1-45d8-ba38-946a705c55f4,0906560001,EMERGENCY MEDICAL CARE PACIFIC,SOCIETE A RESPONSABILITE LIMITEE (SARL),EMERGENCY MEDICAL CARE PACIFIC,NOUMEA,15 rue Édouard Glasser Motor-Pool,
2026042664a4,Commis de cuisine tournant / Commise de cuisine tournante,1,ACTIVE,G1602,,DUMBEA,CDD,0,0,0,false,,false,false,false,2026-04-26 11:17:09+11:00,2026-04-26 11:17:09+11:00,,,,,,,4aa4b68e-cfe9-4517-8835-859be0d52e0d,1435171001,CAGOU DRIVE,SOCIETE A RESPONSABILITE LIMITEE (SARL),CAGOU DRIVE,DUMBEA,889 route Territoriale 1,
20260426a1a9,Responsable de ligne de caisses,1,ACTIVE,D1508,,DUMBEA,CDD,0,3,0,false,,false,false,false,2026-04-26 11:14:37+11:00,2026-04-26 11:14:37+11:00,,,,,,,4aa4b68e-cfe9-4517-8835-859be0d52e0d,1435171001,CAGOU DRIVE,SOCIETE A RESPONSABILITE LIMITEE (SARL),CAGOU DRIVE,DUMBEA,889 route Territoriale 1,
20260424551b,Chef / Cheffe des cuisines,1,ACTIVE,G1601,2026-05-01 00:00:00+11:00,NOUMEA,CDI,0,0,0,true,4,true,false,false,2026-04-24 21:38:37+11:00,2026-04-24 21:38:37+11:00,,,,,,,64b324a0-4677-4a56-a2fc-2a3f45f8d198,0536151002,MERSEA,SOCIETE A RESPONSABILITE LIMITEE (SARL),THE BEACH HOUSE,NOUMEA,5 promenade Roger Laroque Baie des Citrons,
20260424798a,Vendeur / Vendeuse en bijouterie,1,ACTIVE,D1214,2026-05-04 00:00:00+11:00,NOUMEA,CDI,0,0,0,false,,true,false,false,2026-04-24 16:10:28+11:00,2026-04-24 16:10:28+11:00,,"## Mon offre d'emploi

Je suis un texte libre.",,,,,6a651508-9112-4494-b8c9-36dafdd9d37c,1653971001,LYKA,SOCIETE A RESPONSABILITE LIMITEE (SARL),LYKA,NOUMEA,37 rue de Sébastopol Centre Ville,
2026042435d9,Agent / Agente d'entretien et de maintenance des bétiments,1,ACTIVE,I1203,,KONE,CDD,0,3,0,false,4,false,true,false,2026-04-24 14:01:50+11:00,2026-04-24 14:01:50+11:00,,"## Mon offre d'emploi

Je suis un texte libre.",,,,,108028c2-795d-4270-a87e-0551510116ec,0368241001,BLUE LAGOON FARMS,SOCIETE ANONYME (SA),BLUE LAGOON FARMS,KONE,Route de Foué,
2026042474d8,Chargé / Chargée de clientéle professionnelle de banque,1,ACTIVE,C1206,2026-09-01 00:00:00+11:00,KONE,CDD,0,4,0,true,5,false,true,false,2026-04-24 13:17:44+11:00,2026-04-24 13:17:44+11:00,"NDRC, MCO, Banque/assurance","Le titulaire du poste exploite et développe un portefeuille de professionnels et de prospects avec le souci permanent de qualité de service, de rentabilité et de maîtrise des risques. Il développe la banque relationnelle en apportant un haut niveau de satisfaction client par des prestations de qualité. 


**Commercial**

- Analyser son portefeuille avec l’appui de ses Responsables et au moyen des outils mis à sa disposition,
- Développer sa connaissance du portefeuille clients et prospects et mettre en œuvre tout type d’actions commerciales dans le cadre de la politique commerciale de son Agence,
- Développer et optimiser le PNB et suivre la rentabilité de ses clients et de son portefeuille PRO,
- Connaître la situation de ses clients et prospects pour mieux les conseiller,
- Conseiller les clients et prospects sur les produits et les services,
- Répondre aux besoins de ses clients et commercialiser les produits et services adaptés en mettant en œuvre les techniques de vente et de négociation, les outils à sa disposition et les méthodes commerciales,
- Orienter si nécessaire le client vers un spécialiste (conseiller gestion de patrimoine,  autres services commerciaux, etc) et assurer ainsi la synergie,
- Promouvoir les offres de produits et services et participer aux campagnes,
- Exploiter et enrichir systématiquement la base de données commune aux différents canaux de distribution,
- Vérifier la fiabilité des éléments transmis et en faire en analyse critique et un commentaire synthétique de qualité
- Autoriser les dossiers de crédit dans sa limite à divers et, au-delà, émettre un avis
- Participer ponctuellement à des manifestations organisées par la SGNC
- Assurer la gestion du portefeuille de son binôme en son absence.

**Risques**

- Apprécier et maîtriser le risque de crédit des clients du portefeuille. 
- Détecter de façon pertinente la liaison avec le Comité des risques et sa hiérarchie,
- Assurer la maîtrise du risque opérationnel (blanchiment), notamment lors des ouvertures de comptes.
- Respecter le niveau de ses limites unipersonnelles
- Respecter les règles de sécurité des opérations

**Profil**

- Sens du contact avec la clientèle et capacité de négociation commerciale, aisance relationnelle
- Maîtrise / Connaissance de tous les produits CLIPRI/CLIPRO
- Sens du risque et capacités rédactionnelles
- Goût du challenge et autonomie
- Méthode et organisation
- Connaissance des techniques bancaires aux particuliers",,,,,a576b14a-47be-4979-b3ce-a087dc91c075,0076232001,SOCIETE GENERALE CALEDONIENNE  DE BANQUE,SA A CONSEIL D'ADMINISTRATION (S.A.I.),SOCIETE GENERALE CALEDONIENNE  DE BANQUE,NOUMEA,44 rue de l'Alma Centre Ville,
202604239eda,Educateur familial / Educatrice familiale,1,ACTIVE,K1314,2026-05-04 00:00:00+11:00,NOUMEA,CDD,0,8,0,true,6,true,true,false,2026-04-24 10:51:33+11:00,2026-04-24 10:51:33+11:00,EDUCATEUR SPECIALISE,"L'ASSOCIATION POUR LA PROTECTION DE L'ENFANCE, DE LA JEUNESSE ET DES ADULTES EN DIFFICULTE EN NOUVELLE-CALEDONIE

Recrute

1 TRAVAILLEUR SOCIAL (H/F) ayant un diplôme d'état : Educateur spécialisé, sur le secteur Nouméa / Grand Nouméa - CDD 8 MOIS
Poste à pourvoir de suite

Le profil du poste est le suivant :

La mise en oeuvre des mesures d'action éducative en milieu ouvert judiciaires.

Le candidat devra être titulaire du permis de conduire.

Les candidatures doivent être adressées à :
APEJ - 11, rue des frères Vautrin
1ère Vallée du Tir - 98800 NOUMEA
ou accueil@apej.nc",,,,,6c10a695-4e5b-46c8-abd5-1e88f00ac0f1,0158055001,"ASSOCIATION POUR LA PROTECTION DE L'ENFANCE, DE LA JEUNESSE ET DES ADULTES EN DIFFICULTE EN N.C",ASSOCIATION LOI 1901 OU ASSIMILE,"ASSOCIATION POUR LA PROTECTION DE L'ENFANCE, DE LA JEUNESSE ET DES ADULTES EN DIFFICULTE EN N.C",NOUMEA,11 rue des Frères Vautrin Vallée du tir,
